,business_id,business_postal_code,business_latitude,business_longitude,inspection_score,violation_id,violation_description,Neighborhoods (old),Police Districts,Supervisor Districts,Zip Codes,Analysis Neighborhoods,year,month,day
1596,34046,94121.0,37.779373,-122.4999,86.0,103129.0,4.0,26.0,6.0,2.0,55.0,29.0,2019,9,20
1607,116,94111.0,37.793874,-122.396464,74.0,103124.0,1.0,6.0,1.0,10.0,28855.0,8.0,2019,9,12
1621,2797,94109.0,37.785358,-122.421357,88.0,103133.0,1.0,36.0,9.0,11.0,28858.0,36.0,2019,5,30
1622,63755,94133.0,37.808240000000005,-122.41018899999999,68.0,103109.0,1.0,23.0,1.0,10.0,308.0,23.0,2019,8,14
1624,639,94109.0,37.790734,-122.42078300000001,94.0,103157.0,2.0,21.0,9.0,10.0,28858.0,21.0,2019,9,17
1628,3221,94122.0,37.764108,-122.46551200000002,85.0,103161.0,1.0,12.0,8.0,11.0,56.0,14.0,2019,7,8
1642,59289,94121.0,37.782243,-122.479009,74.0,103131.0,1.0,26.0,6.0,2.0,55.0,29.0,2019,8,23
1644,68894,94110.0,37.760954999999996,-122.421552,91.0,103144.0,2.0,19.0,4.0,5.0,28859.0,20.0,2019,5,29
1648,1791,94121.0,37.781597,-122.492544,88.0,103124.0,1.0,26.0,6.0,2.0,55.0,29.0,2019,6,12
1650,68451,94103.0,37.784548,-122.40418999999999,88.0,103138.0,3.0,6.0,2.0,9.0,28853.0,8.0,2018,9,19
1658,315,94114.0,37.760954,-122.43493500000001,94.0,103116.0,3.0,3.0,4.0,5.0,28862.0,5.0,2019,7,23
1660,1615,94111.0,37.794184,-122.396524,88.0,103149.0,1.0,6.0,1.0,10.0,28855.0,8.0,2019,7,25
1669,3165,94121.0,37.776599,-122.478292,85.0,103114.0,1.0,26.0,6.0,2.0,55.0,29.0,2019,6,4
1673,66276,94124.0,37.722776,-122.39286399999999,76.0,103103.0,3.0,1.0,3.0,8.0,58.0,1.0,2019,7,10
1675,4533,94108.0,37.795594,-122.408204,79.0,103103.0,3.0,4.0,1.0,10.0,28857.0,6.0,2019,10,1
1681,34066,94115.0,37.785872,-122.437335,84.0,103144.0,2.0,27.0,6.0,1.0,29490.0,30.0,2019,8,29
1682,19002,94121.0,37.780421000000004,-122.479933,87.0,103120.0,3.0,26.0,6.0,2.0,55.0,29.0,2019,8,22
1688,28843,94105.0,37.788727,-122.398288,89.0,103154.0,1.0,6.0,2.0,9.0,28855.0,8.0,2019,7,11
1699,4533,94108.0,37.795594,-122.408204,79.0,103119.0,4.0,4.0,1.0,10.0,28857.0,6.0,2017,8,1
1705,5258,94112.0,37.712715,-122.45136299999999,88.0,103124.0,1.0,25.0,7.0,6.0,28861.0,28.0,2019,6,11
1707,10433,94102.0,37.788128,-122.409705,70.0,103154.0,1.0,21.0,1.0,10.0,28852.0,21.0,2019,1,24
1710,1921,94116.0,37.742603,-122.484646,79.0,103114.0,1.0,35.0,8.0,3.0,29491.0,35.0,2019,7,3
1712,59727,94133.0,37.808240000000005,-122.41018899999999,92.0,103124.0,1.0,23.0,1.0,10.0,308.0,23.0,2019,6,12
1724,798,94109.0,37.793997,-122.41626699999999,83.0,103149.0,1.0,21.0,1.0,10.0,28858.0,21.0,2016,12,9
1725,5257,94110.0,37.760295,-122.418953,82.0,103131.0,1.0,19.0,4.0,7.0,28859.0,20.0,2019,9,11
1729,7537,94121.0,37.782118,-122.48319099999999,78.0,103115.0,1.0,26.0,6.0,2.0,55.0,29.0,2019,9,19
1732,2995,94103.0,37.776127,-122.408602,85.0,103105.0,3.0,34.0,2.0,9.0,28853.0,34.0,2019,3,5
1740,628,94115.0,37.786407000000004,-122.44005700000001,79.0,103145.0,3.0,27.0,6.0,1.0,29490.0,30.0,2019,7,29
1741,2240,94108.0,37.793687,-122.396592,90.0,103124.0,1.0,6.0,1.0,10.0,28860.0,8.0,2019,9,4
1742,2437,94103.0,37.770748,-122.41513700000002,85.0,103124.0,1.0,19.0,2.0,9.0,28853.0,20.0,2019,9,16
1744,552,94122.0,37.763428000000005,-122.48173600000001,84.0,103157.0,2.0,35.0,8.0,3.0,56.0,35.0,2019,8,15
1746,68249,94105.0,37.794346999999995,-122.39493200000001,89.0,103103.0,3.0,6.0,2.0,9.0,28855.0,8.0,2019,8,7
1749,61136,94118.0,37.780543,-122.473129,85.0,103144.0,2.0,26.0,6.0,2.0,54.0,29.0,2019,9,27
1756,4533,94108.0,37.795594,-122.408204,79.0,103142.0,1.0,4.0,1.0,10.0,28857.0,6.0,2017,8,1
1770,393,94112.0,37.719691999999995,-122.438575,81.0,103154.0,1.0,5.0,7.0,6.0,28861.0,7.0,2019,8,29
1771,2263,94118.0,37.782933,-122.46408899999999,68.0,103109.0,1.0,11.0,6.0,2.0,54.0,11.0,2019,4,2
1787,1615,94111.0,37.794184,-122.396524,88.0,103124.0,1.0,6.0,1.0,10.0,28855.0,8.0,2019,7,25
1797,10433,94102.0,37.788128,-122.409705,70.0,103112.0,4.0,21.0,1.0,10.0,28852.0,21.0,2019,1,24
1799,67558,94103.0,37.774722,-122.40676100000002,94.0,103161.0,1.0,34.0,2.0,9.0,28853.0,34.0,2019,6,6
1807,1832,94108.0,37.790125,-122.403924,71.0,103129.0,4.0,6.0,1.0,10.0,28854.0,8.0,2018,12,3
1808,60472,94108.0,37.789995000000005,-122.405484,81.0,103132.0,3.0,6.0,1.0,10.0,28857.0,8.0,2019,5,31
1810,3926,94102.0,37.773317,-122.421724,91.0,103109.0,1.0,10.0,2.0,11.0,28852.0,9.0,2017,11,30
1813,4864,94110.0,37.759174,-122.41906599999999,76.0,103161.0,1.0,19.0,4.0,7.0,28859.0,20.0,2017,10,24
1815,17689,94105.0,37.787147999999995,-122.40082199999999,74.0,103119.0,4.0,6.0,2.0,9.0,28855.0,8.0,2017,9,5
1820,34708,94110.0,37.738893,-122.414078,82.0,103152.0,1.0,2.0,7.0,7.0,28859.0,2.0,2019,8,14
1822,3892,94103.0,37.792875,-122.396728,83.0,103105.0,3.0,6.0,2.0,9.0,28855.0,8.0,2019,7,10
1824,3491,94109.0,37.787677,-122.413624,88.0,103149.0,1.0,21.0,1.0,10.0,28858.0,21.0,2019,5,30
1836,121,94108.0,37.790642999999996,-122.404676,88.0,103124.0,1.0,6.0,1.0,10.0,28857.0,8.0,2019,10,2
1841,1571,94111.0,37.803208000000005,-122.402534,89.0,103103.0,3.0,6.0,1.0,10.0,28860.0,8.0,2019,8,28
1843,63016,94114.0,37.748474,-122.429286,86.0,103129.0,4.0,22.0,4.0,5.0,28862.0,22.0,2019,8,12
1845,2996,94105.0,37.789394,-122.390073,72.0,103105.0,3.0,6.0,2.0,9.0,28855.0,8.0,2019,7,11
1850,5760,94102.0,37.785096,-122.411651,98.0,103144.0,2.0,36.0,10.0,9.0,28852.0,36.0,2019,6,12
1867,3491,94109.0,37.787677,-122.413624,88.0,103132.0,3.0,21.0,1.0,10.0,28858.0,21.0,2019,5,30
1870,62896,94105.0,37.789057,-122.395322,78.0,103105.0,3.0,6.0,2.0,9.0,28855.0,8.0,2017,10,18
1871,5200,94110.0,37.760373,-122.411153,94.0,103157.0,2.0,19.0,4.0,7.0,28859.0,20.0,2019,7,25
1875,57579,94112.0,37.723457,-122.43748000000001,76.0,103132.0,3.0,25.0,7.0,6.0,28861.0,28.0,2018,4,17
1885,25374,94111.0,37.801285,-122.40040400000001,85.0,103103.0,3.0,6.0,1.0,10.0,28860.0,8.0,2019,8,21
1899,9156,94107.0,37.782218,-122.393423,67.0,103105.0,3.0,6.0,2.0,9.0,28856.0,8.0,2019,9,10
1904,68451,94103.0,37.784548,-122.40418999999999,92.0,103144.0,2.0,6.0,2.0,9.0,28853.0,8.0,2019,7,24
1907,68089,94124.0,37.744062,-122.404475,94.0,103142.0,1.0,1.0,3.0,7.0,58.0,1.0,2019,5,6
1913,1726,94112.0,37.728978999999995,-122.431008,92.0,103150.0,4.0,5.0,7.0,6.0,28861.0,7.0,2019,6,11
1916,69299,94124.0,37.721007,-122.39643899999999,75.0,103133.0,1.0,1.0,3.0,8.0,58.0,1.0,2019,7,3
1919,65860,94103.0,37.787096999999996,-122.404122,84.0,103161.0,1.0,6.0,2.0,9.0,28853.0,8.0,2018,4,30
1920,4184,94134.0,37.714351,-122.424419,94.0,103131.0,1.0,18.0,7.0,8.0,309.0,19.0,2019,8,1
1923,3129,94102.0,37.789014,-122.409967,96.0,103124.0,1.0,21.0,1.0,10.0,28852.0,21.0,2019,5,30
1926,63755,94133.0,37.808240000000005,-122.41018899999999,68.0,103144.0,2.0,23.0,1.0,10.0,308.0,23.0,2019,8,14
1935,18480,94108.0,37.795138,-122.40686299999999,70.0,103150.0,4.0,4.0,1.0,10.0,28857.0,6.0,2018,12,17
1939,69244,94107.0,37.780975,-122.402612,90.0,103154.0,1.0,34.0,2.0,9.0,28853.0,34.0,2019,7,1
1945,65831,94118.0,37.778382,-122.462787,73.0,103102.0,1.0,11.0,6.0,2.0,54.0,11.0,2019,8,23
1950,68247,94105.0,37.788426,-122.399371,84.0,103139.0,3.0,6.0,2.0,9.0,28855.0,8.0,2019,8,7
1955,985,94116.0,37.742048,-122.499002,75.0,103124.0,1.0,35.0,8.0,3.0,29491.0,35.0,2018,9,24
1961,5000,94114.0,37.764947,-122.43201200000001,96.0,103149.0,1.0,3.0,4.0,5.0,28862.0,5.0,2019,7,23
1968,999,94110.0,37.756997,-122.420534,80.0,103161.0,1.0,19.0,4.0,7.0,28859.0,20.0,2019,9,9
1972,15279,94112.0,37.724174,-122.43585900000001,83.0,103110.0,2.0,25.0,7.0,6.0,28861.0,28.0,2019,5,31
1975,65014,94124.0,37.743212,-122.405055,83.0,103131.0,1.0,1.0,3.0,7.0,58.0,1.0,2019,8,1
1982,38197,94104.0,37.789068,-122.40201,92.0,103130.0,4.0,6.0,1.0,10.0,28854.0,8.0,2017,11,27
1987,1726,94112.0,37.728978999999995,-122.431008,92.0,103161.0,1.0,5.0,7.0,6.0,28861.0,7.0,2019,6,11
1989,37482,94127.0,37.740144,-122.46656899999999,92.0,103120.0,3.0,40.0,8.0,4.0,59.0,41.0,2018,2,22
1999,36730,94118.0,37.783148,-122.46066100000002,96.0,103144.0,2.0,11.0,6.0,2.0,54.0,11.0,2019,5,23
2003,3211,94122.0,37.763503,-122.47774799999999,90.0,103133.0,1.0,35.0,8.0,3.0,56.0,35.0,2019,8,14
2008,61823,94102.0,37.770184,-122.425728,80.0,103157.0,2.0,10.0,2.0,5.0,28852.0,9.0,2019,8,14
2012,18480,94108.0,37.795138,-122.40686299999999,70.0,103102.0,1.0,4.0,1.0,10.0,28857.0,6.0,2018,12,17
2015,18825,94114.0,37.751474,-122.43070800000001,85.0,103149.0,1.0,22.0,4.0,5.0,28862.0,22.0,2019,9,18
2016,66400,94110.0,37.759484,-122.41910700000001,75.0,103124.0,1.0,19.0,4.0,7.0,28859.0,20.0,2019,9,26
2029,2648,94110.0,37.761835999999995,-122.418296,83.0,103133.0,1.0,19.0,4.0,7.0,28859.0,20.0,2019,7,25
2031,7456,94111.0,37.795225,-122.39376999999999,94.0,103144.0,2.0,6.0,2.0,10.0,28860.0,8.0,2019,6,6
2033,57579,94112.0,37.723457,-122.43748000000001,76.0,103133.0,1.0,25.0,7.0,6.0,28861.0,28.0,2018,4,17
2037,3072,94107.0,37.779522,-122.398104,84.0,103116.0,3.0,34.0,2.0,9.0,28856.0,34.0,2019,7,1
2050,2797,94109.0,37.785358,-122.421357,88.0,103156.0,2.0,36.0,9.0,11.0,28858.0,36.0,2019,5,30
2053,7636,94124.0,37.729455,-122.38636399999999,78.0,103133.0,1.0,1.0,3.0,8.0,58.0,1.0,2018,10,17
2054,2085,94109.0,37.783053,-122.41898799999998,65.0,103156.0,2.0,36.0,9.0,9.0,28852.0,36.0,2018,10,23
2068,3114,94133.0,37.808931,-122.41506899999999,79.0,103147.0,4.0,23.0,1.0,10.0,308.0,23.0,2019,8,22
2074,1931,94122.0,37.763913,-122.46880900000001,92.0,103133.0,1.0,12.0,8.0,11.0,56.0,14.0,2018,1,8
2079,13838,94122.0,37.760528,-122.50399099999998,90.0,103131.0,1.0,35.0,8.0,3.0,56.0,35.0,2019,9,11
2084,1065,94110.0,37.760487,-122.41066200000002,90.0,103153.0,3.0,19.0,4.0,7.0,28859.0,20.0,2019,7,18
2091,4590,94103.0,37.78215,-122.41030500000001,91.0,103103.0,3.0,34.0,2.0,9.0,28853.0,34.0,2019,6,11
2096,3374,94102.0,37.787217999999996,-122.40897700000001,74.0,103105.0,3.0,36.0,1.0,10.0,28852.0,36.0,2019,7,25
2099,589,94122.0,37.754106,-122.477841,81.0,103103.0,3.0,35.0,8.0,3.0,56.0,35.0,2019,7,23
2102,67564,94109.0,37.787690999999995,-122.41371699999999,82.0,103103.0,3.0,21.0,1.0,10.0,28858.0,21.0,2019,8,26
2106,619,94112.0,37.724824,-122.460726,78.0,103109.0,1.0,24.0,8.0,4.0,28861.0,24.0,2019,7,17
2120,7748,94124.0,37.730164,-122.39911399999998,90.0,103124.0,1.0,1.0,3.0,8.0,58.0,1.0,2019,6,7
2124,3587,94121.0,37.775758,-122.497041,77.0,103133.0,1.0,26.0,6.0,2.0,55.0,29.0,2019,9,4
2131,891,94108.0,37.795078000000004,-122.40743300000001,84.0,103124.0,1.0,4.0,1.0,10.0,28857.0,6.0,2019,8,5
2136,5810,94112.0,37.721825,-122.442876,89.0,103120.0,3.0,25.0,7.0,6.0,28861.0,28.0,2019,9,20
2146,65051,94110.0,37.761146999999994,-122.42153400000001,90.0,103120.0,3.0,19.0,4.0,5.0,28859.0,20.0,2019,5,29
2153,71056,94107.0,37.777409999999996,-122.395283,88.0,103120.0,3.0,34.0,2.0,9.0,28856.0,34.0,2019,9,5
2158,67558,94103.0,37.774722,-122.40676100000002,94.0,103144.0,2.0,34.0,2.0,9.0,28853.0,34.0,2019,6,6
2163,66229,94122.0,37.780733000000005,-122.473114,83.0,103132.0,3.0,26.0,6.0,2.0,54.0,29.0,2019,8,19
2165,64092,94115.0,37.785457,-122.43031699999999,88.0,103124.0,1.0,13.0,9.0,11.0,29490.0,15.0,2019,8,22
2176,2249,94104.0,37.789552,-122.401999,88.0,103120.0,3.0,6.0,1.0,10.0,28854.0,8.0,2019,7,12
2177,59021,94112.0,37.720912,-122.437603,92.0,103144.0,2.0,5.0,7.0,6.0,28861.0,7.0,2019,8,15
2181,38231,94133.0,37.808240000000005,-122.41018899999999,92.0,103119.0,4.0,23.0,1.0,10.0,308.0,23.0,2019,8,16
2186,236,94133.0,37.800543,-122.40878400000001,94.0,103129.0,4.0,23.0,1.0,10.0,308.0,23.0,2019,7,11
2191,3649,94103.0,37.765708000000004,-122.409002,92.0,103149.0,1.0,19.0,4.0,8.0,28853.0,20.0,2019,7,1
2196,61643,94105.0,37.788983,-122.40162600000001,85.0,103124.0,1.0,6.0,2.0,9.0,28855.0,8.0,2019,6,17
2226,631,94115.0,37.78332,-122.432647,81.0,103131.0,1.0,41.0,9.0,11.0,29490.0,39.0,2019,7,17
2232,19002,94121.0,37.780421000000004,-122.479933,86.0,103157.0,2.0,26.0,6.0,2.0,55.0,29.0,2017,6,20
2239,68451,94103.0,37.784548,-122.40418999999999,88.0,103131.0,1.0,6.0,2.0,9.0,28853.0,8.0,2018,9,19
2247,37231,94108.0,37.794723,-122.406944,77.0,103133.0,1.0,4.0,1.0,10.0,28857.0,6.0,2019,8,26
2251,102,94102.0,37.788484000000004,-122.410045,92.0,103120.0,3.0,21.0,1.0,10.0,28852.0,21.0,2017,7,28
2276,63940,94110.0,37.752813,-122.41849599999999,85.0,103155.0,2.0,19.0,4.0,7.0,28859.0,20.0,2019,8,7
2281,65622,94111.0,37.795225,-122.39376999999999,92.0,103133.0,1.0,6.0,2.0,10.0,28860.0,8.0,2019,6,17
2282,70516,94132.0,37.731746,-122.47331799999999,87.0,103156.0,2.0,40.0,8.0,4.0,64.0,41.0,2019,6,4
2287,65813,94118.0,37.782897999999996,-122.46601100000001,83.0,103102.0,1.0,11.0,6.0,2.0,54.0,11.0,2019,7,30
2289,69041,94108.0,37.795128000000005,-122.406993,90.0,103131.0,1.0,4.0,1.0,10.0,28857.0,6.0,2019,9,16
2291,67828,94118.0,37.783028,-122.463141,85.0,103145.0,3.0,11.0,6.0,2.0,54.0,11.0,2017,12,6
2293,6500,94115.0,37.788638,-122.442217,84.0,103157.0,2.0,27.0,6.0,1.0,29490.0,30.0,2019,8,5
2305,65856,94101.0,37.774998,-122.418299,84.0,103154.0,1.0,19.0,2.0,9.0,28853.0,20.0,2019,8,28
2307,66276,94124.0,37.722776,-122.39286399999999,76.0,103105.0,3.0,1.0,3.0,8.0,58.0,1.0,2019,7,10
2311,67510,94105.0,37.788864000000004,-122.39461299999999,77.0,103150.0,4.0,6.0,2.0,9.0,28855.0,8.0,2019,8,29
2317,67565,94116.0,37.742703000000006,-122.48281899999999,82.0,103124.0,1.0,35.0,8.0,3.0,29491.0,35.0,2019,7,3
2326,57579,94112.0,37.723457,-122.43748000000001,76.0,103138.0,3.0,25.0,7.0,6.0,28861.0,28.0,2018,4,17
2335,1813,94102.0,37.788942999999996,-122.410517,85.0,103105.0,3.0,21.0,1.0,10.0,28852.0,21.0,2019,9,16
2338,65622,94111.0,37.795225,-122.39376999999999,92.0,103119.0,4.0,6.0,2.0,10.0,28860.0,8.0,2019,6,17
2341,68865,94108.0,37.795165999999995,-122.405924,87.0,103103.0,3.0,4.0,1.0,10.0,28857.0,6.0,2019,9,10
2346,1005,94110.0,37.748855,-122.41813400000001,88.0,103132.0,3.0,19.0,4.0,7.0,28859.0,20.0,2019,8,8
2347,13218,94107.0,37.782503999999996,-122.392843,90.0,103131.0,1.0,6.0,2.0,9.0,28856.0,8.0,2019,8,13
2349,3394,94103.0,37.784915000000005,-122.40483200000001,90.0,103124.0,1.0,34.0,2.0,9.0,28853.0,34.0,2019,9,5
2353,65856,94101.0,37.774998,-122.418299,84.0,103116.0,3.0,19.0,2.0,9.0,28853.0,20.0,2019,8,28
2355,589,94122.0,37.754106,-122.477841,81.0,103133.0,1.0,35.0,8.0,3.0,56.0,35.0,2019,7,23
2359,61635,94104.0,37.792035999999996,-122.402002,96.0,103124.0,1.0,6.0,1.0,10.0,28854.0,8.0,2019,8,29
2362,3728,94105.0,37.785784,-122.399569,92.0,103154.0,1.0,6.0,2.0,9.0,28855.0,8.0,2018,3,23
2370,6965,94133.0,37.795788,-122.40883400000001,79.0,103129.0,4.0,4.0,1.0,10.0,308.0,6.0,2019,7,31
2379,3614,94103.0,37.765028,-122.420402,81.0,103116.0,3.0,19.0,4.0,7.0,28853.0,20.0,2017,11,16
2384,1579,94133.0,37.802479,-122.41123400000001,92.0,103120.0,3.0,23.0,1.0,10.0,308.0,23.0,2019,7,16
2389,3926,94102.0,37.773317,-122.421724,88.0,103133.0,1.0,10.0,2.0,11.0,28852.0,9.0,2019,7,3
2390,61823,94102.0,37.770184,-122.425728,80.0,103131.0,1.0,10.0,2.0,5.0,28852.0,9.0,2019,8,14
2391,62768,94122.0,37.765421,-122.47725600000001,94.0,103149.0,1.0,12.0,8.0,3.0,56.0,14.0,2019,9,6
2399,68894,94110.0,37.760954999999996,-122.421552,91.0,103109.0,1.0,19.0,4.0,5.0,28859.0,20.0,2019,5,29
2415,7711,94118.0,37.782784,-122.467028,72.0,103119.0,4.0,11.0,6.0,2.0,54.0,11.0,2019,7,31
2417,7537,94121.0,37.782118,-122.48319099999999,78.0,103109.0,1.0,26.0,6.0,2.0,55.0,29.0,2019,9,19
2422,71696,94115.0,37.788014000000004,-122.44075600000001,94.0,103145.0,3.0,27.0,6.0,1.0,29490.0,30.0,2019,7,2
2423,33700,94110.0,37.749194,-122.418116,90.0,103139.0,3.0,19.0,4.0,7.0,28859.0,20.0,2019,7,2
2425,7211,94114.0,37.757743,-122.434626,92.0,103123.0,1.0,3.0,4.0,5.0,28862.0,5.0,2019,9,26
2428,65901,94108.0,37.795108,-122.40721299999998,94.0,103144.0,2.0,4.0,1.0,10.0,28857.0,6.0,2019,7,8
2443,7479,94111.0,37.803634,-122.40328500000001,80.0,103147.0,4.0,6.0,1.0,10.0,28860.0,8.0,2019,8,13
2449,58628,94133.0,37.808240000000005,-122.41018899999999,90.0,103145.0,3.0,23.0,1.0,10.0,308.0,23.0,2019,6,11
2450,816,94124.0,37.722374,-122.39584099999999,88.0,103120.0,3.0,1.0,3.0,8.0,58.0,1.0,2019,7,3
2455,484,94133.0,37.799597999999996,-122.408394,98.0,103142.0,1.0,23.0,1.0,10.0,308.0,23.0,2019,8,29
2461,62674,94102.0,37.786387,-122.40860500000001,96.0,103128.0,3.0,36.0,10.0,10.0,28852.0,36.0,2019,6,7
2469,5868,94112.0,37.710459,-122.447713,93.0,103112.0,4.0,5.0,7.0,6.0,28861.0,7.0,2019,9,17
2473,3055,94115.0,37.783253,-122.43103400000001,83.0,103120.0,3.0,41.0,9.0,11.0,29490.0,39.0,2019,8,13
2478,65066,94102.0,37.777017,-122.42143,85.0,103119.0,4.0,10.0,9.0,11.0,28852.0,9.0,2019,8,16
2479,403,94103.0,37.784317,-122.40756299999998,88.0,103154.0,1.0,34.0,2.0,9.0,28853.0,34.0,2019,8,22
2480,3120,94109.0,37.807854,-122.419124,85.0,103105.0,3.0,32.0,1.0,1.0,308.0,32.0,2019,9,17
2485,3409,94105.0,37.792604,-122.39226799999999,87.0,103144.0,2.0,6.0,2.0,9.0,28855.0,8.0,2019,7,10
2491,37115,94108.0,37.791534000000006,-122.404214,87.0,103105.0,3.0,6.0,1.0,10.0,28854.0,8.0,2019,6,4
2492,1939,94105.0,37.787838,-122.400998,96.0,103154.0,1.0,6.0,2.0,9.0,28855.0,8.0,2019,6,17
2494,2664,94131.0,37.743602,-122.428803,60.0,103120.0,3.0,22.0,7.0,5.0,63.0,22.0,2019,6,13
2495,268,94123.0,37.800767,-122.436924,82.0,103108.0,1.0,17.0,9.0,1.0,57.0,13.0,2019,8,13
2498,36730,94118.0,37.783148,-122.46066100000002,96.0,103162.0,1.0,11.0,6.0,2.0,54.0,11.0,2018,1,31
2503,9156,94107.0,37.782218,-122.393423,67.0,103116.0,3.0,6.0,2.0,9.0,28856.0,8.0,2019,9,10
2519,3267,94132.0,37.728497,-122.47563899999999,96.0,103133.0,1.0,14.0,8.0,4.0,64.0,16.0,2019,8,15
2525,7055,94110.0,37.756384999999995,-122.41881599999999,82.0,103131.0,1.0,19.0,4.0,7.0,28859.0,20.0,2019,7,30
2533,10433,94102.0,37.788128,-122.409705,70.0,103144.0,2.0,21.0,1.0,10.0,28852.0,21.0,2019,1,24
2542,2263,94118.0,37.782933,-122.46408899999999,68.0,103154.0,1.0,11.0,6.0,2.0,54.0,11.0,2019,4,2
2543,2085,94109.0,37.783053,-122.41898799999998,65.0,103124.0,1.0,36.0,9.0,9.0,28852.0,36.0,2018,10,23
2546,65873,94109.0,37.807649,-122.420744,86.0,103119.0,4.0,32.0,1.0,1.0,28858.0,32.0,2019,9,17
2552,315,94114.0,37.760954,-122.43493500000001,94.0,103149.0,1.0,3.0,4.0,5.0,28862.0,5.0,2019,7,23
2556,38485,94116.0,37.742058,-122.49869199999999,77.0,103124.0,1.0,35.0,8.0,3.0,29491.0,35.0,2017,1,9
2565,35882,94103.0,37.774722,-122.40676100000002,96.0,103157.0,2.0,34.0,2.0,9.0,28853.0,34.0,2019,6,10
2569,61736,94110.0,37.751587,-122.418444,87.0,103161.0,1.0,19.0,4.0,7.0,28859.0,20.0,2019,8,7
2574,3491,94109.0,37.787677,-122.413624,88.0,103161.0,1.0,21.0,1.0,10.0,28858.0,21.0,2019,5,30
2589,27949,94121.0,37.775663,-122.49795900000001,82.0,103144.0,2.0,26.0,6.0,2.0,55.0,29.0,2019,9,23
2591,15279,94112.0,37.724174,-122.43585900000001,83.0,103150.0,4.0,25.0,7.0,6.0,28861.0,28.0,2019,5,31
2600,36730,94118.0,37.783148,-122.46066100000002,96.0,103144.0,2.0,11.0,6.0,2.0,54.0,11.0,2018,1,31
2608,2437,94103.0,37.770748,-122.41513700000002,85.0,103154.0,1.0,19.0,2.0,9.0,28853.0,20.0,2019,9,16
2610,18480,94108.0,37.795138,-122.40686299999999,68.0,103132.0,3.0,4.0,1.0,10.0,28857.0,6.0,2019,7,16
2617,7748,94124.0,37.730164,-122.39911399999998,90.0,103119.0,4.0,1.0,3.0,8.0,58.0,1.0,2019,6,7
2618,60898,94123.0,37.800061,-122.43602,83.0,103143.0,4.0,17.0,9.0,1.0,57.0,13.0,2017,2,14
2619,1954,94122.0,37.763388,-122.48189199999999,94.0,103154.0,1.0,35.0,8.0,3.0,56.0,35.0,2019,7,12
2620,1741,94102.0,37.786598,-122.41458300000001,92.0,103148.0,4.0,36.0,1.0,10.0,28852.0,36.0,2019,6,6
2626,68353,94108.0,37.789277,-122.405324,91.0,103145.0,3.0,6.0,1.0,10.0,28857.0,8.0,2019,8,21
2630,552,94122.0,37.763428000000005,-122.48173600000001,81.0,103138.0,3.0,35.0,8.0,3.0,56.0,35.0,2017,8,15
2634,65901,94108.0,37.795108,-122.40721299999998,94.0,103139.0,3.0,4.0,1.0,10.0,28857.0,6.0,2019,7,8
2646,7653,94102.0,37.776298,-122.42774399999999,94.0,103120.0,3.0,10.0,9.0,11.0,28852.0,9.0,2019,8,8
2650,70723,94103.0,37.785388,-122.405369,83.0,103124.0,1.0,6.0,2.0,9.0,28853.0,8.0,2019,6,11
2664,71696,94115.0,37.788014000000004,-122.44075600000001,94.0,103161.0,1.0,27.0,6.0,1.0,29490.0,30.0,2019,7,2
2665,57755,94121.0,37.785711,-122.500155,92.0,103144.0,2.0,15.0,6.0,2.0,55.0,17.0,2019,6,7
2666,3614,94103.0,37.765028,-122.420402,76.0,103103.0,3.0,19.0,4.0,7.0,28853.0,20.0,2016,10,13
2669,71823,94104.0,37.792237,-122.400124,91.0,103149.0,1.0,6.0,1.0,10.0,28854.0,8.0,2019,8,9
2672,1350,94118.0,37.782833000000004,-122.46615,71.0,103102.0,1.0,11.0,6.0,2.0,54.0,11.0,2019,6,7
2674,64380,94111.0,37.793338,-122.399583,88.0,103129.0,4.0,6.0,1.0,10.0,28860.0,8.0,2019,5,30
2676,2808,94127.0,37.725404,-122.462776,70.0,103148.0,4.0,40.0,8.0,4.0,59.0,41.0,2019,7,10
2679,69244,94107.0,37.780975,-122.402612,90.0,103144.0,2.0,34.0,2.0,9.0,28853.0,34.0,2019,7,1
2688,2599,94134.0,37.727159,-122.403452,74.0,103124.0,1.0,28.0,3.0,7.0,309.0,25.0,2019,7,23
2690,4421,94133.0,37.808240000000005,-122.41018899999999,90.0,103149.0,1.0,23.0,1.0,10.0,308.0,23.0,2019,8,28
2698,34591,94124.0,37.741752000000005,-122.388402,92.0,103161.0,1.0,1.0,3.0,8.0,58.0,1.0,2019,8,21
2702,1741,94102.0,37.786598,-122.41458300000001,92.0,103142.0,1.0,36.0,1.0,10.0,28852.0,36.0,2019,6,6
2704,60355,94102.0,37.780994,-122.41363700000001,74.0,103148.0,4.0,36.0,10.0,9.0,28852.0,36.0,2019,7,15
2711,59637,94110.0,37.758913,-122.412426,89.0,103105.0,3.0,19.0,4.0,7.0,28859.0,20.0,2019,7,25
2715,16751,94103.0,37.768654,-122.415586,84.0,103149.0,1.0,19.0,4.0,7.0,28853.0,20.0,2019,8,1
2718,4860,94132.0,37.73017,-122.50253500000001,90.0,103148.0,4.0,14.0,8.0,4.0,64.0,16.0,2019,8,2
2728,1350,94118.0,37.782833000000004,-122.46615,71.0,103105.0,3.0,11.0,6.0,2.0,54.0,11.0,2019,6,7
2742,65860,94103.0,37.787096999999996,-122.404122,84.0,103130.0,4.0,6.0,2.0,9.0,28853.0,8.0,2018,4,30
